Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
2018-01-16,13500.0,13542.93,9035.0,10900.0,63401.169175,2018-01-16 23:59:59.999,722150828.1494024,418243,30353.401717,346777069.9337464,0
2018-01-17,10899.99,11680.99,9037.94,10988.79,72331.796646,2018-01-17 23:59:59.999,744154180.1312059,517293,35412.798137,365047291.4303791,0
2018-01-18,10972.59,11878.82,10435.33,10961.97,48464.434937,2018-01-18 23:59:59.999,541289614.0584047,393112,23814.382845,266091805.66522688,0
2018-01-19,10960.0,11795.0,10360.0,11474.98,34129.375421,2018-01-19 23:59:59.999,382773499.2265792,273271,16871.416355,189259676.8922224,0
2018-01-20,11474.98,13099.0,11412.45,12799.94,28768.857827,2018-01-20 23:59:59.999,358561107.78097045,251647,14389.196005,179183657.90470728,0
2018-01-21,12799.8,12799.8,10965.0,11530.0,41379.773426,2018-01-21 23:59:59.999,485289230.8188924,360207,20574.760061,241154449.98183495,0
2018-01-22,11530.0,11926.35,9900.24,10760.05,43752.606791,2018-01-22 23:59:59.999,475716514.20869696,363264,21300.575828,231677479.125622,0
2018-01-23,10760.05,11399.0,9905.0,10799.18,37473.922552,2018-01-23 23:59:59.999,399419413.2329807,355286,18747.793828,199899519.2732997,0
2018-01-24,10799.14,11570.48,10500.0,11349.99,27158.587762,2018-01-24 23:59:59.999,299470607.4302002,293429,13087.393088,144335221.62540215,0
2018-01-25,11349.96,11794.05,10950.21,11175.27,20839.954183,2018-01-25 23:59:59.999,236081364.97365227,221040,10201.386919,115584688.24733494,0
2018-01-26,11184.7,11643.0,10311.15,11089.0,33056.87196,2018-01-26 23:59:59.999,360482470.17375433,314720,15330.789553,167328952.39330244,0
2018-01-27,11089.0,11650.0,10842.69,11491.0,18860.768345,2018-01-27 23:59:59.999,212663199.53348225,207478,9208.937963,103935891.79616304,0
2018-01-28,11499.98,12244.0,11408.0,11879.95,16887.339524,2018-01-28 23:59:59.999,200211582.9434541,206247,7342.786997,87011013.8320475,0
2018-01-29,11879.95,11975.02,11139.55,11251.0,14170.377538,2018-01-29 23:59:59.999,162110154.87880376,169199,6016.496871,68819972.52308752,0
2018-01-30,11250.11,11308.42,9900.0,10237.51,25554.372946,2018-01-30 23:59:59.999,268978329.50861526,259212,11388.096419,119864289.07103088,0
2018-01-31,10230.0,10425.85,9700.0,10285.1,18015.956805,2018-01-31 23:59:59.999,181644207.11316264,201422,8782.584442,88609272.64228792,0
2018-02-01,10285.1,10335.0,8750.99,9224.52,33564.764311,2018-02-01 23:59:59.999,317636345.9843711,316020,15430.003849,146130725.8704748,0
2018-02-02,9224.52,9250.0,8010.02,8873.03,49971.626975,2018-02-02 23:59:59.999,434236483.7044874,453411,23113.503584,201292749.51509917,0
2018-02-03,8873.03,9473.01,8229.0,9199.96,28725.000735,2018-02-03 23:59:59.999,256834729.0599109,327519,14182.838146,127068644.49604894,0
2018-02-04,9199.96,9368.0,7930.0,8184.81,32014.308449,2018-02-04 23:59:59.999,274912288.421322,356134,13805.29579,118884553.20936234,0
2018-02-05,8179.99,8382.8,6625.0,6939.99,63403.182579,2018-02-05 23:59:59.999,471166218.7134473,533510,29857.35839,222022401.0169236,0
2018-02-06,6939.63,7878.0,6000.01,7652.14,100201.500307,2018-02-06 23:59:59.999,684364276.3666689,785996,49565.020794,339117633.4088549,0
2018-02-07,7655.02,8476.0,7150.01,7599.0,60778.460497,2018-02-07 23:59:59.999,477935038.8117769,514893,30084.836266,237137973.45313892,0
2018-02-08,7599.0,7844.0,7572.09,7784.02,1521.537318,2018-02-08 00:28:14.788,11770168.04386595,12417,844.258813,6532638.63751892,0
2018-02-09,7789.9,8738.0,7789.9,8683.92,20482.910825,2018-02-09 23:59:59.999,173348469.81187892,273091,10404.040792,88117562.12096503,0
2018-02-10,8683.93,9065.78,8120.0,8533.98,49381.512653,2018-02-10 23:59:59.999,423411421.93098,537578,24506.723294,210253734.3806545,0
2018-02-11,8533.99,8549.0,7726.53,8063.88,45025.187952,2018-02-11 23:59:59.999,366966437.2498885,524626,23180.34192,188849914.3499584,0
2018-02-12,8063.82,8989.0,8053.0,8903.0,41987.85049,2018-02-12 23:59:59.999,362440826.9943769,477660,20916.949742,180528457.55458465,0
2018-02-13,8903.0,8950.0,8351.0,8539.9,35454.972956,2018-02-13 23:59:59.999,305165143.6969234,401893,16558.45568,142530987.43930227,0
2018-02-14,8535.17,9489.6,8533.0,9449.99,40811.952867,2018-02-14 23:59:59.999,370126692.728233,514897,20508.463444,185896385.02591047,0
2018-02-15,9449.98,10219.5,9301.5,10000.09,52427.596715,2018-02-15 23:59:59.999,512388484.73178285,608349,25805.098892,252255267.88356847,0
2018-02-16,10000.89,10323.37,9666.0,10159.98,38161.205974,2018-02-16 23:59:59.999,381103299.2238848,405310,18313.004466,182947133.88868245,0
2018-02-17,10156.07,11075.07,10050.0,11039.55,41882.108407,2018-02-17 23:59:59.999,446012696.1692673,413585,21147.624789,225229265.72563556,0
2018-02-18,11039.55,11274.0,10080.0,10383.43,61137.380728,2018-02-18 23:59:59.999,649423311.3100228,537534,29593.863774,314511909.4893312,0
2018-02-19,10375.01,11250.0,10270.33,11153.0,40831.417131,2018-02-19 23:59:59.999,443766562.68306607,366882,20619.877129,224193685.43795276,0
2018-02-20,11147.11,11786.01,11100.59,11200.99,48153.354288,2018-02-20 23:59:59.999,551573232.2429588,432197,24211.49181,277480902.01411927,0
2018-02-21,11195.07,11304.03,10200.0,10437.6,68113.818754,2018-02-21 23:59:59.999,731537130.492186,542340,32338.074002,347436564.666544,0
2018-02-22,10439.02,10933.44,9679.0,9811.04,67060.166483,2018-02-22 23:59:59.999,682006373.869588,506273,33029.297624,336067441.6325065,0
2018-02-23,9815.55,10435.0,9570.19,10131.04,57202.70237,2018-02-23 23:59:59.999,571800753.4709765,467480,28031.011368,280171693.0729712,0
2018-02-24,10131.04,10496.97,9352.0,9694.51,40888.156299,2018-02-24 23:59:59.999,405618586.64803785,337918,18646.870961,185164883.45171747,0
2018-02-25,9694.51,9847.0,9274.8,9590.0,28373.517586,2018-02-25 23:59:59.999,271286599.1260862,233567,13956.661533,133525539.44882144,0
2018-02-26,9590.0,10444.32,9350.0,10324.0,34878.292756,2018-02-26 23:59:59.999,347559259.73845184,285276,17045.768706,169936003.38761607,0
2018-02-27,10321.0,10870.0,10121.0,10569.04,30705.385123,2018-02-27 23:59:59.999,324295371.1414657,240542,15187.083738,160450471.4557678,0
2018-02-28,10584.33,11098.0,10300.0,10326.76,30800.983782,2018-02-28 23:59:59.999,327914696.13067526,277886,14412.84633,153537202.10196504,0
2018-03-01,10325.64,11060.41,10240.0,10920.0,25092.55393,2018-03-01 23:59:59.999,268172535.3811293,230428,12785.4045,136788817.23158327,0
2018-03-02,10923.36,11200.0,10770.0,11039.0,23910.71009,2018-03-02 23:59:59.999,262936307.0078576,211691,11893.333632,130864918.8230748,0
2018-03-03,11038.99,11544.0,11015.01,11464.48,21287.15328,2018-03-03 23:59:59.999,241749497.9024717,190444,10842.682784,123142920.22314858,0
2018-03-04,11464.47,11565.0,11050.02,11515.0,17295.918653,2018-03-04 23:59:59.999,194849579.12502077,168359,8197.401595,92437014.46393472,0
2018-03-05,11515.0,11710.0,11415.01,11454.0,15144.231063,2018-03-05 23:59:59.999,174866951.39806527,164318,7668.823714,88588986.3365785,0
2018-03-06,11455.0,11455.0,10555.48,10716.48,29515.572363,2018-03-06 23:59:59.999,323842216.64859617,250306,13482.297196,147874120.62232068,0
2018-03-07,10716.48,10899.0,9389.31,9910.0,50647.67108,2018-03-07 23:59:59.999,514808033.4879209,396721,24022.451231,244164771.36009568,0
2018-03-08,9910.0,10099.0,9060.0,9271.64,41109.473226,2018-03-08 23:59:59.999,394641280.63843673,336514,20257.455838,194608716.9350392,0
2018-03-09,9267.07,9410.0,8329.0,9227.0,64112.291407,2018-03-09 23:59:59.999,567082901.1319405,462712,31166.414848,275735446.01075995,0
2018-03-10,9230.0,9490.0,8667.07,8770.22,37180.012857,2018-03-10 23:59:59.999,341210248.41481787,288066,17639.827276,161991786.13432977,0
2018-03-11,8770.22,9740.0,8450.0,9533.57,44325.973386,2018-03-11 23:59:59.999,403491260.9275316,333367,21150.206944,192897625.6114657,0
2018-03-12,9533.57,9888.88,8780.0,9131.34,42230.77793,2018-03-12 23:59:59.999,395562731.86503726,336642,19369.697756,181454623.85622355,0
2018-03-13,9131.34,9474.0,8823.0,9150.0,40191.409358,2018-03-13 23:59:59.999,367353984.7132836,342734,19856.457047,181534440.7752947,0
2018-03-14,9151.92,9333.78,7900.28,8170.0,49708.094108,2018-03-14 23:59:59.999,426058009.75594646,399127,22883.329725,196344166.24842268,0
2018-03-15,8184.01,8430.0,7650.0,8240.98,52291.022277,2018-03-15 23:59:59.999,422130717.47310126,400529,26414.160251,213358245.6744019,0
2018-03-16,8240.98,8611.64,7900.0,8260.0,38815.409893,2018-03-16 23:59:59.999,322355002.16519487,255807,20049.433993,166563494.40168035,0
2018-03-17,8260.0,8348.62,7721.99,7824.8,33110.206329,2018-03-17 23:59:59.999,265973111.6176285,292041,15677.257361,125987772.43325073,0
2018-03-18,7824.01,8317.4,7322.0,8189.99,59488.231711,2018-03-18 23:59:59.999,458311733.5188204,423336,28216.510794,217530802.6198248,0
2018-03-19,8189.0,8705.23,8088.4,8600.0,55297.084942,2018-03-19 23:59:59.999,462654338.98212785,360414,27263.324764,228208487.5469021,0
2018-03-20,8595.01,9050.0,8280.0,8909.98,44865.105835,2018-03-20 23:59:59.999,387879393.4706143,298261,22849.035238,197422831.30082303,0
2018-03-21,8909.96,9177.01,8750.6,8885.0,39972.405371,2018-03-21 23:59:59.999,358157473.3612324,293696,19047.486799,170758402.39723507,0
2018-03-22,8884.82,9100.0,8465.1,8722.9,40617.556809,2018-03-22 23:59:59.999,354804129.3433086,276449,19567.563618,171050710.2125002,0
2018-03-23,8720.0,8909.0,8269.0,8898.03,39991.007666,2018-03-23 23:59:59.999,340755592.544531,278571,20106.789387,171487640.92907605,0
2018-03-24,8898.04,8999.95,8491.0,8546.86,35466.609572,2018-03-24 23:59:59.999,313254829.9051367,270300,17302.10809,152967779.86486968,0
2018-03-25,8531.25,8669.85,8365.77,8470.15,29001.769316,2018-03-25 23:59:59.999,247023172.30795503,215660,14379.264362,122528263.982816,0
2018-03-26,8470.14,8514.89,7831.0,8134.23,44033.59566,2018-03-26 23:59:59.999,358429758.8731952,310462,20957.25692,170723432.32235476,0
2018-03-27,8134.22,8215.94,7730.0,7795.51,37427.64805,2018-03-27 23:59:59.999,297609656.4404365,266540,18462.382105,146860645.0354061,0
2018-03-28,7795.51,8109.0,7728.0,7949.3,26401.33167,2018-03-28 23:59:59.999,209186093.18317956,183620,13685.417143,108484584.61222105,0
2018-03-29,7949.3,7975.0,6941.11,7090.14,54620.915125,2018-03-29 23:59:59.999,405591158.6323181,359537,24584.811548,182402558.21113956,0
2018-03-30,7090.16,7292.43,6600.1,6840.23,65306.031976,2018-03-30 23:59:59.999,450352009.170998,400057,31944.390579,220453635.6071132,0
2018-03-31,6840.24,7223.36,6777.0,6923.91,36868.539087,2018-03-31 23:59:59.999,258341534.47236213,240293,19086.033607,133763988.34700295,0
2018-04-01,6922.0,7049.98,6430.0,6813.01,44071.430463,2018-04-01 23:59:59.999,297470498.81956285,260942,21899.30066,147951173.82212943,0
2018-04-02,6813.01,7125.0,6765.0,7056.0,32123.560072,2018-04-02 23:59:59.999,224322159.41331607,206780,16365.683591,114292405.85810466,0
2018-04-03,7063.97,7520.0,7011.01,7405.21,37787.331811,2018-04-03 23:59:59.999,277080072.7617128,248143,19218.850485,140892233.113676,0
2018-04-04,7405.21,7427.52,6707.0,6796.1,42227.183804,2018-04-04 23:59:59.999,297443582.7461225,277249,20299.402203,142890978.60995668,0
2018-04-05,6796.1,6902.0,6566.69,6770.76,39029.73146,2018-04-05 23:59:59.999,263446941.1321242,238476,18991.102712,128270766.86646058,0
2018-04-06,6770.0,6850.0,6500.0,6601.39,27455.01192,2018-04-06 23:59:59.999,182139799.80865908,162456,13778.063462,91424043.79892384,0
2018-04-07,6601.39,7070.0,6586.28,6895.8,32269.578267,2018-04-07 23:59:59.999,222323863.54144785,178577,16460.736226,113334533.85269152,0
2018-04-08,6895.81,7109.13,6880.0,7018.0,21427.673165,2018-04-08 23:59:59.999,149967346.66269,152461,11211.615946,78468498.47255658,0
2018-04-09,7011.04,7185.0,6611.0,6782.72,34078.297206,2018-04-09 23:59:59.999,234309953.7503344,212669,17046.428596,117289580.04655164,0
2018-04-10,6781.55,6890.0,6656.0,6843.9,22326.728095,2018-04-10 23:59:59.999,151417844.2663968,147755,11456.447936,77704393.55925176,0
2018-04-11,6839.56,6990.0,6787.0,6953.79,23997.871177,2018-04-11 23:59:59.999,165264003.41270605,155607,12530.65891,86309556.51736282,0
2018-04-12,6953.78,8012.23,6743.2,7923.0,64861.595987,2018-04-12 23:59:59.999,485176252.48933566,404588,33198.867785,248243486.4673706,0
2018-04-13,7922.99,8233.39,7732.0,7877.41,55044.523148,2018-04-13 23:59:59.999,439884522.7119489,351905,27485.083044,219615109.06229925,0
2018-04-14,7877.48,8186.0,7810.0,7999.01,31621.286357,2018-04-14 23:59:59.999,252868761.32061628,194500,16283.466045,130249061.31563611,0
2018-04-15,8004.0,8429.54,7999.02,8355.0,27946.720444,2018-04-15 23:59:59.999,230287099.58430216,181778,14619.464101,120469031.17164706,0
2018-04-16,8355.07,8419.0,7867.0,8064.92,36664.069715,2018-04-16 23:59:59.999,295817536.4749528,226748,17912.938455,144490340.31244087,0
2018-04-17,8064.92,8173.7,7825.4,7885.02,32152.603567,2018-04-17 23:59:59.999,258221765.57371348,221228,15662.79502,125845498.64315924,0
2018-04-18,7890.96,8236.43,7868.0,8173.0,26969.04457,2018-04-18 23:59:59.999,217649160.11017892,183472,14559.152289,117565317.94569089,0
2018-04-19,8173.99,8296.0,8080.0,8278.0,27113.847464,2018-04-19 23:59:59.999,222675105.7884542,196821,13747.595928,112939221.70278835,0
2018-04-20,8273.84,8930.0,8177.09,8856.98,39795.337485,2018-04-20 23:59:59.999,337288580.42571294,289687,21087.903673,178802594.3551453,0
2018-04-21,8852.12,9035.0,8565.0,8915.31,40872.229909,2018-04-21 23:59:59.999,358915978.10403395,295374,21145.842391,185753264.88447425,0
2018-04-22,8915.31,9020.67,8727.68,8787.02,29458.25348,2018-04-22 23:59:59.999,261804372.9093471,229871,14937.899116,132830238.35538778,0
2018-04-23,8785.7,8985.0,8745.0,8934.01,25838.114709,2018-04-23 23:59:59.999,229754640.59668773,190944,13246.605059,117823053.82786416,0
2018-04-24,8934.0,9731.01,8922.0,9619.99,46268.790106,2018-04-24 23:59:59.999,431210048.0625035,326608,24784.71044,231061865.29310417,0
2018-04-25,9618.96,9759.82,8730.0,8869.99,81110.037589,2018-04-25 23:59:59.999,745137762.9688668,477363,38824.013806,356851505.69270617,0
2018-04-26,8869.99,9307.48,8651.62,9266.0,43300.304245,2018-04-26 23:59:59.999,385046648.1378661,285850,22640.669137,201458888.2401515,0
2018-04-27,9267.03,9395.0,8889.0,8915.35,37241.347036,2018-04-27 23:59:59.999,342805674.55176014,268471,18517.604275,170503662.7235787,0
2018-04-28,8915.35,9427.48,8870.0,9348.0,34759.62842,2018-04-28 23:59:59.999,321653866.2001887,257288,18251.631451,169069669.9073968,0
2018-04-29,9348.0,9570.51,9163.74,9419.0,38149.850035,2018-04-29 23:59:59.999,357004895.9636862,311494,19364.945182,181366653.81958613,0
2018-04-30,9417.04,9458.64,9124.99,9246.01,35002.033875,2018-04-30 23:59:59.999,325019389.2499412,285951,17461.189029,162179073.43816054,0
2018-05-01,9246.01,9248.99,8800.49,9071.48,41018.463633,2018-05-01 23:59:59.999,368688349.6216845,268741,20050.167844,180200005.01267996,0
2018-05-02,9071.48,9268.0,8970.2,9247.84,26123.543961,2018-05-02 23:59:59.999,238421833.7581133,188258,13960.455528,127439644.78329857,0
2018-05-03,9247.81,9844.0,9168.4,9750.0,38768.388288,2018-05-03 23:59:59.999,366028365.2271445,282581,21093.140343,199234352.40239447,0
2018-05-04,9750.0,9830.04,9520.85,9713.99,28681.588879,2018-05-04 23:59:59.999,277565997.63316435,210165,14779.499554,143070410.02237806,0
2018-05-05,9714.0,10020.0,9682.0,9864.0,24990.018345,2018-05-05 23:59:59.999,246807563.50646487,212076,13011.844293,128527642.99648473,0
2018-05-06,9863.99,9970.0,9417.03,9659.01,27690.351559,2018-05-06 23:59:59.999,267359420.30359015,229309,13297.506959,128427770.52523224,0
2018-05-07,9661.02,9689.67,9181.0,9365.0,33787.640012,2018-05-07 23:59:59.999,316015961.44182944,230754,15818.0488,147985335.4458844,0
2018-05-08,9365.0,9475.7,9060.54,9187.56,25533.831889,2018-05-08 23:59:59.999,236418155.68693513,189159,13086.547467,121220083.42296956,0
2018-05-09,9178.0,9390.0,8965.0,9310.0,25673.524899,2018-05-09 23:59:59.999,235736782.28825977,192337,13597.268159,124869560.73820227,0
2018-05-10,9310.0,9395.12,8970.0,9002.2,25055.063718,2018-05-10 23:59:59.999,231595002.59561664,221075,12548.13816,116002381.57104652,0
2018-05-11,9002.21,9016.8,8341.0,8400.0,48227.048061,2018-05-11 23:59:59.999,418859806.4816156,365538,22767.458667,197915875.7459889,0
2018-05-12,8405.94,8646.88,8153.0,8465.94,40241.32081,2018-05-12 23:59:59.999,337899865.8601308,310305,19545.974195,164142437.41951767,0
2018-05-13,8475.44,8763.36,8298.0,8679.71,25632.869362,2018-05-13 23:59:59.999,219455683.08035553,215590,12797.047912,109577063.5715992,0
2018-05-14,8679.71,8879.99,8277.0,8663.34,37389.666533,2018-05-14 23:59:59.999,320583612.23009104,292731,18408.055641,157869523.76782727,0
2018-05-15,8663.37,8859.99,8401.3,8462.0,28126.956136,2018-05-15 23:59:59.999,242341031.0616692,360379,13977.497647,120464422.6243128,0
2018-05-16,8462.0,8488.0,8083.01,8330.0,31130.718908,2018-05-16 23:59:59.999,257056552.43007565,300842,15627.101368,129113378.7751384,0
2018-05-17,8330.0,8464.0,7979.0,8041.46,25439.844799,2018-05-17 23:59:59.999,209489039.34104192,310780,12489.264499,103022237.77329308,0
2018-05-18,8038.82,8273.21,7911.9,8239.81,23476.158251,2018-05-18 23:59:59.999,189870380.85778692,183913,12352.9627,99971085.72894707,0
2018-05-19,8238.01,8390.8,8095.73,8233.49,17193.424276,2018-05-19 23:59:59.999,141878775.40909585,134185,8731.948551,72082928.16544355,0
2018-05-20,8233.49,8609.0,8163.9,8526.98,19957.057109,2018-05-20 23:59:59.999,167440553.7493928,161265,10632.450955,89177519.97189689,0
2018-05-21,8526.97,8595.31,8305.0,8381.24,21516.596486,2018-05-21 23:59:59.999,181750674.82134953,184158,10738.686399,90716245.79029092,0
2018-05-22,8386.89,8400.18,7935.11,7977.11,23710.902858,2018-05-22 23:59:59.999,194335432.4375409,192154,11801.527076,96803604.56147256,0
2018-05-23,7977.12,8031.9,7425.0,7501.95,42910.666774,2018-05-23 23:59:59.999,331238049.64074606,306812,20890.889274,161412820.79758897,0
2018-05-24,7501.95,7730.73,7266.99,7575.01,37845.446595,2018-05-24 23:59:59.999,284286378.50810045,253694,19012.981252,142901418.78045785,0
2018-05-25,7578.99,7649.55,7308.15,7457.0,26739.95664,2018-05-25 23:59:59.999,199749585.9695036,239025,13830.870235,103360633.04654914,0
2018-05-26,7456.99,7620.0,7300.0,7333.96,19464.086071,2018-05-26 23:59:59.999,145636226.4590289,212344,10377.955643,77725757.25385071,0
2018-05-27,7334.0,7400.0,7231.11,7338.99,18706.945515,2018-05-27 23:59:59.999,136710618.49801704,198341,10258.276953,74990830.63101184,0
2018-05-28,7338.99,7437.0,7058.02,7099.0,27219.438963,2018-05-28 23:59:59.999,196788994.26580808,233392,14409.48781,104233730.17813648,0
2018-05-29,7099.0,7540.0,7032.95,7461.29,39407.21183,2018-05-29 23:59:59.999,288070643.9128678,237359,21855.93031,159656478.14262193,0
2018-05-30,7467.98,7569.0,7260.5,7375.96,32041.583623,2018-05-30 23:59:59.999,237956894.04949045,242079,17205.948916,127816792.77222247,0
2018-05-31,7382.07,7699.0,7327.51,7485.01,30776.063102,2018-05-31 23:59:59.999,231017579.83413267,274399,17009.013231,127645145.71489055,0
2018-06-01,7485.01,7608.55,7355.54,7521.01,28259.124078,2018-06-01 23:59:59.999,211458512.1230823,303069,15701.205431,117516855.67846663,0
2018-06-02,7521.01,7697.33,7437.0,7640.03,26720.690219,2018-06-02 23:59:59.999,203370447.69065264,290131,15540.051124,118295998.95554544,0
2018-06-03,7636.81,7786.69,7600.0,7714.26,27505.158951,2018-06-03 23:59:59.999,211737376.85348508,349636,15760.910668,121340420.79636246,0
2018-06-04,7714.26,7760.52,7446.5,7487.0,32258.835115,2018-06-04 23:59:59.999,244167051.18701583,307003,17730.335818,134226423.79685757,0
2018-06-05,7487.0,7679.49,7358.0,7625.0,31722.973384,2018-06-05 23:59:59.999,237722147.65258065,236865,17315.688399,129807510.9227184,0
2018-06-06,7626.64,7699.0,7467.05,7658.84,27229.991898,2018-06-06 23:59:59.999,207006657.7801965,257573,15071.587869,114621117.15696232,0
2018-06-07,7658.79,7765.0,7620.0,7691.08,25062.227202,2018-06-07 23:59:59.999,192949056.8419996,244186,14415.555201,110989280.27224816,0
2018-06-08,7691.08,7703.5,7531.0,7603.44,23396.804671,2018-06-08 23:59:59.999,178204158.39968467,321734,13038.958337,99303699.20240831,0
2018-06-09,7603.44,7683.98,7450.0,7491.73,19339.885176,2018-06-09 23:59:59.999,147171153.412775,278971,10653.462123,81075317.67777646,0
2018-06-10,7491.73,7491.73,6622.81,6764.99,52342.020032,2018-06-10 23:59:59.999,367338754.56308055,471088,25976.246666,182618941.75990877,0
2018-06-11,6765.0,6922.0,6610.0,6872.0,34552.162303,2018-06-11 23:59:59.999,233056682.85777128,203442,18716.667057,126255580.927273,0
2018-06-12,6872.0,6890.51,6435.0,6530.0,36722.211191,2018-06-12 23:59:59.999,245787800.8012235,224658,19299.735508,129341137.97553147,0
2018-06-13,6530.0,6627.6,6118.68,6292.78,46185.5181,2018-06-13 23:59:59.999,295395681.6623412,266517,25367.243359,162375277.4384803,0
2018-06-14,6292.78,6720.0,6260.0,6635.98,44478.130837,2018-06-14 23:59:59.999,289074808.78413,256384,23838.218565,154927680.45566285,0
2018-06-15,6638.67,6666.66,6362.31,6388.9,30018.329905,2018-06-15 23:59:59.999,196192096.14553955,184938,16192.452447,105856682.82114992,0
2018-06-16,6380.01,6560.0,6320.86,6483.98,22277.241147,2018-06-16 23:59:59.999,143760033.69408152,140470,12750.635784,82290350.53863607,0
2018-06-17,6482.5,6589.03,6422.0,6449.61,19847.247688,2018-06-17 23:59:59.999,129120718.76299886,129759,11208.656933,72949865.16298054,0
2018-06-18,6444.06,6794.38,6380.0,6712.46,31821.434995,2018-06-18 23:59:59.999,208570443.95997888,180773,17674.592693,115843959.76406445,0
2018-06-19,6711.39,6841.74,6653.0,6741.21,24311.421143,2018-06-19 23:59:59.999,163420093.794135,160490,12849.740659,86385611.9854134,0
2018-06-20,6740.0,6817.23,6551.81,6761.51,26359.752452,2018-06-20 23:59:59.999,175935335.65057912,166074,13647.933531,91142872.89139906,0
2018-06-21,6763.21,6795.0,6672.57,6718.84,25428.854048,2018-06-21 23:59:59.999,171149859.23602843,159783,15152.496274,101995867.72331424,0
2018-06-22,6717.69,6733.97,5918.94,6045.0,52157.370833,2018-06-22 23:59:59.999,327460666.9145165,300515,25336.720438,158994318.27114403,0
2018-06-23,6045.92,6260.0,6008.48,6149.98,26622.788589,2018-06-23 23:59:59.999,162755765.84514263,170164,15110.741399,92413061.16412096,0
2018-06-24,6149.98,6259.8,5750.0,6136.97,47445.998955,2018-06-24 23:59:59.999,284095336.0578902,275996,25966.417247,155558130.88157263,0
2018-06-25,6137.95,6350.0,6061.97,6252.0,39164.515306,2018-06-25 23:59:59.999,242859915.8036461,218384,21986.057384,136305269.99012783,0
2018-06-26,6252.0,6272.54,6035.0,6070.78,19377.240484,2018-06-26 23:59:59.999,119676555.56449406,113431,9824.659592,60710073.42453224,0
2018-06-27,6065.89,6190.43,5971.0,6133.73,19225.671098,2018-06-27 23:59:59.999,117103011.80356833,99481,10381.014136,63236432.02491027,0
2018-06-28,6134.73,6173.01,5827.0,5853.98,30585.266026,2018-06-28 23:59:59.999,185247010.87925187,156241,16422.378159,99598694.73730522,0
2018-06-29,5851.01,6300.0,5780.0,6197.92,33911.287278,2018-06-29 23:59:59.999,201409363.91549844,212542,18727.192128,111291346.32526273,0
2018-06-30,6197.92,6528.99,6186.03,6390.07,37919.61284,2018-06-30 23:59:59.999,241568568.0310778,230915,20036.025726,127666717.38353091,0
2018-07-01,6391.08,6441.06,6251.0,6356.81,27562.965974,2018-07-01 23:59:59.999,175096501.49486908,183060,15580.033848,98972791.71265253,0
2018-07-02,6360.82,6685.0,6271.62,6615.29,36230.452264,2018-07-02 23:59:59.999,235524330.64865333,242589,18966.910907,123205676.19274496,0
2018-07-03,6615.29,6679.35,6463.01,6513.86,38657.781691,2018-07-03 23:59:59.999,254550438.13768885,232914,20503.625399,135047837.8167885,0
2018-07-04,6511.01,6784.92,6441.11,6586.98,23571.892777,2018-07-04 23:59:59.999,156277884.33011597,146203,12244.070908,81263604.85511883,0
